,index,address,area,bathrooms,bedrooms,city_state,dates,days_on_Trulia,events,listing_information,listing_information_date_updated,lot_size,lot_size_units,neighborhood,overview,price,price_history,price_per_square_foot,prices,public_records,public_records_date_updated,url,views,year_built,zipcode,median_income,mean_income,population,ID,distance_steps,distance_trip,duration_steps,duration_trip,mode_steps,vehicle_steps,line_steps,latitude,longitude
22,4022,4619 N Magnolia Ave #1,2300.0,3.0,3.0,"Chicago, IL 60640","['09/05/2018', '03/21/2017', '03/16/2017', '03/10/2017', '03/07/2017', '01/09/2017', '09/16/2014', '09/05/2014', '07/03/2014', '04/17/2014', '06/17/2011', '03/19/2011']",0.0,"['Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Posting removed', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Listed for sale']","['3 Bedrooms', '3 Bathrooms', 'Condo', '2,300 Square Feet']",09/06/2018,,,&lpar;Uptown&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 1920', '30 days on Trulia', '2,300 sqft', '$195/sqft', '164 views', '$361/monthly HOA']",449000.0,"[['2011-03-19 00:00:00', 389000, 'Listed for sale'], ['2011-06-17 00:00:00', 389000, 'Posting removed'], ['2014-04-17 00:00:00', 348500, 'Listed for sale'], ['2014-07-03 00:00:00', 335000, 'Price change'], ['2014-09-05 00:00:00', 324990, 'Price change'], ['2014-09-16 00:00:00', 324990, 'Posting removed'], ['2017-01-09 00:00:00', 389000, 'Listed for sale'], ['2017-03-07 00:00:00', 389000, 'Posting removed'], ['2017-03-10 00:00:00', 369900, 'Price change'], ['2017-03-16 00:00:00', 389000, 'Price change'], ['2017-03-21 00:00:00', 389000, 'Posting removed'], ['2018-09-05 00:00:00', 449000, 'Listed for sale']]",195.0,"['$449,000', '$389,000', '$389,000', '$369,900', '$389,000', '$389,000', '$324,990', '$324,990', '$335,000', '$348,500', '$389,000', '$389,000']","['Condo', 'Lot Size: 9,420 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/4619-n-magnolia-ave-1-chicago-il-60640--2180944224,164.0,1920.0,60640.0,43975,63299.0,65790,4022,"['0.4 km', '10.4 km', '0.2 km']",['11.1 km'],"['5 mins', '24 mins', '3 mins']",['32 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9660938],[-87.6610192]
23,4023,5218 N Kenmore Ave #3N,1232.0,2.0,2.0,"Chicago, IL 60640",,4.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,232 Square Feet']",09/21/2018,,,&lpar;Edgewater&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1909', '14 days on Trulia', '1,232 sqft', '$264/sqft', '84 views', '$150/monthly HOA']",325000.0,,264.0,,,,https://www.trulia.com/p/il/chicago/5218-n-kenmore-ave-3n-chicago-il-60640--2123706224,84.0,1909.0,60640.0,43975,63299.0,65790,4023,"['0.3 km', '11.9 km', '0.2 km']",['12.4 km'],"['4 mins', '28 mins', '3 mins']",['34 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9767976],[-87.6568204]
24,4024,4970 N Marine Dr #422,675.0,1.0,1.0,"Chicago, IL 60640",,7.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '675 Square Feet']",08/09/2018,,,&lpar;Uptown&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1953', '57 days on Trulia', '675 sqft', '$170/sqft', '182 views', '$380/monthly HOA']",114900.0,,170.0,,,,https://www.trulia.com/p/il/chicago/4970-n-marine-dr-422-chicago-il-60640--2172956045,182.0,1953.0,60640.0,43975,63299.0,65790,4024,"['0.6 km', '11.4 km', '0.2 km']",['12.3 km'],"['8 mins', '26 mins', '3 mins']",['37 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9733373],[-87.6510491]
25,4025,4806 N Clark St #203,1900.0,3.0,3.0,"Chicago, IL 60640",,0.0,,"['3 Bedrooms', '3 Bathrooms', 'Condo', '1,900 Square Feet']",09/22/2018,,,&lpar;Uptown&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 2016', '50 days on Trulia', '1,900 sqft', '$431/sqft', '132 views', '$324/monthly HOA']",819000.0,,431.0,,,,https://www.trulia.com/p/il/chicago/4806-n-clark-st-203-chicago-il-60640--2197210718,132.0,2016.0,60640.0,43975,63299.0,65790,4025,"['0.8 km', '10.9 km', '0.2 km']",['11.9 km'],"['10 mins', '25 mins', '3 mins']",['38 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9689315],[-87.66781739999999]
26,4026,917 W Gunnison St #2W,1600.0,2.0,2.0,"Chicago, IL 60640",,3.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,600 Square Feet']",09/24/2018,,,&lpar;Uptown&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1915', '53 days on Trulia', '1,600 sqft', '$228/sqft', '175 views', '$283/monthly HOA']",365000.0,,228.0,,,,https://www.trulia.com/p/il/chicago/917-w-gunnison-st-2w-chicago-il-60640--2124781120,175.0,1915.0,60640.0,43975,63299.0,65790,4026,"['0.6 km', '10.9 km', '0.2 km']",['11.7 km'],"['7 mins', '25 mins', '3 mins']",['35 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9700256],[-87.65304019999999]
27,4027,4906 N Winthrop Ave #3N,1500.0,2.0,3.0,"Chicago, IL 60640","['09/07/2018', '07/31/2018', '05/09/2014', '04/24/2014', '03/10/2014', '02/13/2014', '01/15/2014', '06/17/2008']",6.0,"['Price change', 'Listed for sale', 'Sold', 'Sold', 'Posting removed', 'Price change', 'Listed for sale', 'Sold']","['3 Bedrooms', '2 Bathrooms', 'Condo', '1,500 Square Feet']",09/07/2018,,,&lpar;Uptown&rpar;,"['Condo', '3 Beds', '2 Baths', 'Built in 2004', '66 days on Trulia', '1,500 sqft', '$246/sqft', '306 views', '$218/monthly HOA']",369000.0,"[['2008-06-17 00:00:00', 340000, 'Sold'], ['2014-01-15 00:00:00', 324500, 'Listed for sale'], ['2014-02-13 00:00:00', 312500, 'Price change'], ['2014-03-10 00:00:00', 312500, 'Posting removed'], ['2014-04-24 00:00:00', 299000, 'Sold'], ['2014-05-09 00:00:00', 299000, 'Sold'], ['2018-07-31 00:00:00', 380000, 'Listed for sale'], ['2018-09-07 00:00:00', 369000, 'Price change']]",246.0,"['$369,000', '$380,000', '$299,000', '$299,000', '$312,500', '$312,500', '$324,500', '$340,000']","['Condo', 'Lot Size: 7,592 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/4906-n-winthrop-ave-3n-chicago-il-60640--2104444820,306.0,2004.0,60640.0,43975,63299.0,65790,4027,"['0.2 km', '11.4 km', '0.2 km']",['11.9 km'],"['3 mins', '26 mins', '3 mins']",['32 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9718345],[-87.6577616]
28,4028,5415 N Sheridan Rd #1608,700.0,1.0,1.0,"Chicago, IL 60640",,4.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '700 Square Feet']",10/01/2018,,,&lpar;Edgewater&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1973', '74 days on Trulia', '700 sqft', '$213/sqft', '112 views', '$492/monthly HOA']",148900.0,,213.0,,,,https://www.trulia.com/p/il/chicago/5415-n-sheridan-rd-1608-chicago-il-60640--2104449708,112.0,1973.0,60640.0,43975,63299.0,65790,4028,"['0.5 km', '11.9 km', '0.2 km']",['12.7 km'],"['7 mins', '28 mins', '3 mins']",['37 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.98031940000001],[-87.6550448]
29,4029,1776 W Winnemac Ave #202,923.0,1.0,1.0,"Chicago, IL 60640",,8.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '923 Square Feet']",07/09/2018,,,&lpar;Uptown&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1910', '88 days on Trulia', '923 sqft', '$271/sqft', '332 views', '$280/monthly HOA']",250000.0,,271.0,,,,https://www.trulia.com/p/il/chicago/1776-w-winnemac-ave-202-chicago-il-60640--2104437072,332.0,1910.0,60640.0,43975,63299.0,65790,4029,"['0.4 km', '10.5 km', '0.8 km']",['11.7 km'],"['5 mins', '18 mins', '10 mins']",['34 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['HEAVY_RAIL'],['Union Pacific North'],[41.9734039],[-87.6739987]
30,4030,5415 N Sheridan Rd #4215,700.0,1.0,1.0,"Chicago, IL 60640","['07/07/2018', '07/25/1997']",0.0,"['Listed for sale', 'Sold']","['1 Bedroom', '1 Bathroom', 'Condo', '700 Square Feet']",07/22/2018,,,&lpar;Edgewater&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1973', '90 days on Trulia', '700 sqft', '$207/sqft', '161 views', '$583/monthly HOA']",144900.0,"[['1997-07-25 00:00:00', 56000, 'Sold'], ['2018-07-07 00:00:00', 144900, 'Listed for sale']]",207.0,"['$144,900', '$56,000']","['Condo', 'Lot Size: 1.95 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/5415-n-sheridan-rd-4215-chicago-il-60640--2104450105,161.0,1973.0,60640.0,43975,63299.0,65790,4030,"['0.5 km', '11.9 km', '0.2 km']",['12.7 km'],"['7 mins', '28 mins', '3 mins']",['37 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.98031940000001],[-87.6550448]
31,4031,1427 W Winona St,3600.0,3.0,8.0,"Chicago, IL 60640","['09/19/2018', '08/02/2018', '08/02/2018', '03/23/2018', '01/22/2018', '09/11/2017', '09/06/2017']",4.0,"['Posting removed', 'Price change', 'Listed for sale', 'Posting removed', 'Listed for sale', 'Posting removed', 'Listed for sale']","['8 Bedrooms', '3 Bathrooms', 'Multi-Family', '3,600 Square Feet', 'Lot Size: 3750 sqft']",10/05/2018,3750.0,sqft,&lpar;Uptown&rpar;,"['Multi-Family', '8 Beds', '3 Baths', 'Built in 1901', '64 days on Trulia', '3750 sqft lot size', '3,600 sqft', '$239/sqft', '478 views']",859000.0,"[['2017-09-06 00:00:00', 975000, 'Listed for sale'], ['2017-09-11 00:00:00', 975000, 'Posting removed'], ['2018-01-22 00:00:00', 975000, 'Listed for sale'], ['2018-03-23 00:00:00', 975000, 'Posting removed'], ['2018-08-02 00:00:00', 859000, 'Price change'], ['2018-08-02 00:00:00', 975000, 'Listed for sale'], ['2018-09-19 00:00:00', 859000, 'Posting removed']]",239.0,"['$859,000', '$859,000', '$975,000', '$975,000', '$975,000', '$975,000', '$975,000']","['8 Bedrooms', '3 Bathrooms', 'Multi-Family', '3,607 Square Feet', 'Lot Size: 3,870 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/1427-w-winona-st-chicago-il-60640--1000873270,478.0,1901.0,60640.0,43975,63299.0,65790,4031,"['0.8 km', '11.4 km', '0.2 km']",['12.5 km'],"['10 mins', '26 mins', '3 mins']",['39 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9752928],[-87.6658269]
32,4032,5236 N Kenmore Ave #2N,1600.0,2.0,3.0,"Chicago, IL 60640",,1.0,,"['3 Bedrooms', '2 Bathrooms', 'Condo', '1,600 Square Feet']",09/27/2018,,,&lpar;Edgewater&rpar;,"['Condo', '3 Beds', '2 Baths', 'Built in 2018', '51 days on Trulia', '1,600 sqft', '$327/sqft', '171 views', '$156/monthly HOA']",523000.0,,327.0,,,,https://www.trulia.com/p/il/chicago/5236-n-kenmore-ave-2n-chicago-il-60640--2352266447,171.0,2018.0,60640.0,43975,63299.0,65790,4032,"['0.3 km', '11.9 km', '0.2 km']",['12.4 km'],"['3 mins', '28 mins', '3 mins']",['34 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9774898],[-87.6565088]
33,4033,5236 N Kenmore Ave #3N,1600.0,2.0,3.0,"Chicago, IL 60640",,1.0,,"['3 Bedrooms', '2 Bathrooms', 'Condo', '1,600 Square Feet']",08/30/2018,,,&lpar;Edgewater&rpar;,"['Condo', '3 Beds', '2 Baths', 'Built in 2017', '51 days on Trulia', '1,600 sqft', '$359/sqft', '131 views', '$175/monthly HOA']",575000.0,,359.0,,,,https://www.trulia.com/p/il/chicago/5236-n-kenmore-ave-3n-chicago-il-60640--2352617938,131.0,2017.0,60640.0,43975,63299.0,65790,4033,"['0.3 km', '11.9 km', '0.2 km']",['12.4 km'],"['3 mins', '28 mins', '3 mins']",['34 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9774898],[-87.6565088]
34,4034,4421 N Malden St #1N,1650.0,2.0,2.0,"Chicago, IL 60640",,1.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,650 Square Feet']",09/28/2018,,,&lpar;Uptown&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1920', '71 days on Trulia', '1,650 sqft', '$174/sqft', '656 views', '$337/monthly HOA']",287900.0,,174.0,,,,https://www.trulia.com/p/il/chicago/4421-n-malden-st-1n-chicago-il-60640--2104438784,656.0,1920.0,60640.0,43975,63299.0,65790,4034,"['0.8 km', '10.4 km', '0.2 km']",['11.4 km'],"['10 mins', '24 mins', '3 mins']",['36 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9623416],[-87.6622795]
35,4035,5342 N Winthrop Ave #3W,900.0,1.0,1.0,"Chicago, IL 60640",,6.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '900 Square Feet']",08/02/2018,,,&lpar;Edgewater&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1910', '106 days on Trulia', '900 sqft', '$177/sqft', '295 views', '$287/monthly HOA']",159000.0,,177.0,,,,https://www.trulia.com/p/il/chicago/5342-n-winthrop-ave-3w-chicago-il-60640--2123750970,295.0,1910.0,60640.0,43975,63299.0,65790,4035,"['0.2 km', '11.9 km', '0.2 km']",['12.4 km'],"['3 mins', '28 mins', '3 mins']",['33 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9794341],[-87.65796809999999]
